text_a,label
add jalal zolfonun to my nature noise,6	
play melody music from 1988,0			
tell me if it will hail in kyrgyzstan,1		
rate the city of lost souls one of 6 points,3	
play me some music on deezer,0			
rate religion and dharma saga 1 points,3	
play prints in the stone by helen baylor,0			
i need reservations in nd in the city of briarwood for me and my colleagues ,2	
add the trey gunn tune to my french n  heavy playlist ,6	
can i use lastfm to listen to twilight time by dj khalil,0			
i need a bakery that serves beef manhattan at midnight for nine,2	
this is a 6 rating for the album down to one,3	
book a spot for seven in 8 seconds from now,2	
make a table reservation at the top-rated brasserie in cotton center,2	
please look for orion you came and you took all my marbles,5	
find a photograph of time loves a hero,5	
play deezer,0			
what movie theatre playing animated movies is the closest,4	
play fifties from sirusho harutyunyan,0			
play fais les backs by sarah geronimo on youtube,0			
add track to fresh finds,6	
i need a reservation for nine at 03:44 am in wi,2	
rate my current textbook 0 out of 6,3	
can i get the movie schedules in the neighbourhood for the newest films,4	
play lily  rosemary and the jack of hearts by chris goss,0			
what s the weather in paulette yemen,1		
tell me the weather forecast for my current spot 1 minute from now,1		
show the movie schedules with animated movies around here,4	
find movie times ,4	
play some music from 1985 by rolf harris,0			
find the album just for laughs,5	
will it be warm in the current place next spring,1		
show creativity of what is dead may never die,5	
rate battle hymn of china five of 6 points,3	
can i get showtimes for films in the neighborhood ,4	
book osteria restaurant for 1 person in mi ,2	
will it be rainy in malta,1		
give after having spent a night among horses 0 out of 6 ,3	
i would rate this book chronicle  3 out of 5 stars ,3	
can you play maggie mae on netflix,0			
i want to book at a pub with parking in cuba ,2	
find the nearest movie house for the mystery of picasso,4	
add heat of the night to my novedades viernes sudamérica playlist,6	
show movie schedule of films in the area,4	
what system is bloodhounds of broadway the game for,5	
hows the weather supposed to be on april eleventh close by lyons ferry park,1		
will there be a blizzard in chapel point state park or in the same area,1		
the last essay is a 2 out of 6,3	
play dhafer youssef top-twenty on netflix,0			
when is that forward center died at dawn playing at the closest cinema,4	
add this album to my us latin top 50 palylist,6	
can you add something by vikki thorn to my lo mejor de los 80 s playlist,6	
i d like to watch monk comes down the mountain,4	
is it supposed to get colder here on 12/28/2019,1		
give 5 out of 6 points to short trips: a universe of terrors,3	
tell me what movies are showing at seven am at the closest movie house ,4	
tv series for the thirty nine steps,5	
where can i find the album the adventures of lolo ii,5	
add the tune to the indie workout playlist,6	
play music from 2007 ,0			
in eight years and a half from now i d like a reservation at a top-rated bar,2	
find a tv show called ace of spades ,5	
book a stuffed ham serving pizzeria in independence corner,2	
add a bum note and a bead of sweat to my stress relief playlist,6	
find a painting called the book of folly ,5	
what time is the bride’s journey playing at star theatres,4	
play the cherry-tree carol by edwin mccain,0			
play my funtime playlist on lastfm  ,0			
book me an indoor pub in jersey,2	
reserve a table for nine people at a caribbean restaurant in white creek  utah ,2	
book a reservation for a restaurant serving burger in malaysia,2	
i want to read the book between a rock and a hard place,5	
play some 2002 music,0			
find mother earth  a tv show,5	
read the book journal of the bombay natural history society,5	
estelle should be on my spring playlist,6	
this textbook only gets two out of 6 stars,3	
rate this current essay a zero ,3	
i want to play the game show me the wonder,5	
whats the movie schedules for animated movies close by,4	
is it nice in pw,1		
find half a sixpence photograph,5	
i need movie times for movies in the area,4	
add el noi de la mare to the new waltz playlist,6	
will be warm in hallwood  kosovo,1		
play the lousy dance trailer,5	
please include emily remler in indie bluegrass,6	
add the “chirping” crickets to my mellowed out gaming playlist,6	
find the tyrant,5	
can you tell me what the weather is doing in north epworth  guam,1		
rate the knife that killed me a three,3	
will it be warm at mountainair,1		
play i believe from chico buarque off of iheart,0			
tell me the current forecast for switzerland,1		
show me the movie schedules for animated movies around here,4	
show  of from south africa to south carolina,5	
add alexandra govere to my anochecer urbano playlist,6	
what will the weather be in angle cape verde at midnight,1		
please play some black metal music,0			
what s the weather forecast for here on jul  23,1		
play a sixties song by classified,0			
play opera music on google music,0			
book a table for 7 at a churrascaria that is highly rated,2	
find a brunch time cinema nearest with the president is coming,4	
i d like to eat in montana on 10/22/2030,2	
add bright and breezy to my this is gucci mane playlist,6	
rate the previous essay four of 6 points,3	
i want to eat louisiana fried chicken in mccoll  ia,2	
find saison 7 de sons of anarchy,5	
i want to hear that track from 1991,0			
play instrumental pop,0			
what is the cold forecast for our current position,1		
add welcome to the cruel world to my reggae classics playlist,6	
when religion becomes evil is only worth 1 stars,3	
add gary valenciano to the power gaming playlist  ,6	
i want to book a highly rated fast food restaurant now ,2	
show weather forecast in kenya,1		
i need a book called student demonstration time,5	
play a record from 2005 by ruslana lyschytschko ,0			
play ramakadha by karl davydov please,0			
open deezer and search for scott miller and play some of his new songs,0			
how hot will be there in kanwar lake bird sanctuary tomorrow,1		
find manthra mothiram at century theatres,4	
find the saison 7 de how i met your mother show,5	
put this kan mikami tune on fresh finds cyclone,6	
i d like to watch movies at the closest movie theatre,4	
find the work compiled fragments 1997-2003,5	
find a photograph called free the universe,5	
please add a tune by kaori utatsuki to my korean osts playlist,6	
add kisaki to family road trip playlist,6	
what time is too young to marry showing,4	
play steve harris false gestures for a devious public album,0			
add toi to my timeless love songs playlist,6	
tell me the weather forecast thirteen seconds from now in ukraine,1		
add the go find to sólo para dos,6	
will it hail in 1 second on riceboro delaware,1		
please look for catch a falling star,5	
add a track in nike running tempo mix,6	
is it windy in custar,1		
book a brasserie for seven in west yellowstone,2	
find the novel make peace not war,5	
tell me when it will be warmer in woods hole  oklahoma,1		
add días felices to my todo reggaeton playlist,6	
i need a cambodian brasserie restaurant that is top-rated,2	
what will the weather be in mascoutah  tanzania at 09:04:38 am,1		
will the weather be colder in naguabo four minutes from now,1		
how hot is it in pesotum,1		
find films scheudle in the neighborhood at 2,4	
put this whole album on the playlist called old school metal,6	
the young lion saga gets a solid 4 points out of 6 ,3	
find me the movie schedule for arclight hollywood,4	
can you give me weather details for my current spot,1		
book a table for seven in a pub in iraq which offers gluten free food about 141 days from now ,2	
play some armik from the fourties,0			
need to book a reservtion for a restaurant in maryland for me and my half sister,2	
find waiting for touchdown  a book,5	
find the modern world video game,5	
what will the weather be like in three weeks in gates michigan,1		
play the latest thelma aoyama,0			
what cinema is playing great guy,4	
add to laundry playlist with this song,6	
